merch_state,month_date,attraction_cost,transaction_count,unique_visitors,data_quality_flag,period_start,period_end,calculation_timestamp
LA,2024-11-01,24.3700008392334,341999,1776,ROLLING_3MO,2024-01-01,2024-12-31,2025-11-18 17:36:53.549194 UTC
WV,2024-11-01,15.270000457763672,325941,1446,ROLLING_3MO,2024-01-01,2024-12-31,2025-11-18 17:36:53.549194 UTC
IN,2024-11-01,26.270000457763672,286227,1899,ROLLING_3MO,2024-01-01,2024-12-31,2025-11-18 17:36:53.549194 UTC
NE,2024-11-01,22.049999237060547,239063,1384,ROLLING_3MO,2024-01-01,2024-12-31,2025-11-18 17:36:53.549194 UTC
WY,2024-11-01,20.110000610351562,237811,637,ROLLING_3MO,2024-01-01,2024-12-31,2025-11-18 17:36:53.549194 UTC
AR,2024-11-01,24.739999771118164,222273,1072,ROLLING_3MO,2024-01-01,2024-12-31,2025-11-18 17:36:53.549194 UTC
ID,2024-11-01,30.829999923706055,221079,991,ROLLING_3MO,2024-01-01,2024-12-31,2025-11-18 17:36:53.549194 UTC
OR,2024-11-01,22.930000305175781,209082,1412,ROLLING_3MO,2024-01-01,2024-12-31,2025-11-18 17:36:53.549194 UTC
SD,2024-11-01,22.860000610351562,189656,867,ROLLING_3MO,2024-01-01,2024-12-31,2025-11-18 17:36:53.549194 UTC
MD,2024-11-01,28.110000610351562,176085,1100,ROLLING_3MO,2024-01-01,2024-12-31,2025-11-18 17:36:53.549194 UTC
CT,2024-11-01,32.049999237060547,123930,647,ROLLING_3MO,2024-01-01,2024-12-31,2025-11-18 17:36:53.549194 UTC
DC,2024-11-01,25.530000686645508,123849,697,ROLLING_3MO,2024-01-01,2024-12-31,2025-11-18 17:36:53.549194 UTC
ND,2024-11-01,19.280000686645508,80111,394,EXCLUDE,2024-01-01,2024-12-31,2025-11-18 17:36:53.549194 UTC
MT,2024-11-01,26.0,62575,385,EXCLUDE,2024-01-01,2024-12-31,2025-11-18 17:36:53.549194 UTC
ME,2024-11-01,35.529998779296875,36752,240,EXCLUDE,2024-01-01,2024-12-31,2025-11-18 17:36:53.549194 UTC
VT,2024-11-01,23.090000152587891,32330,202,EXCLUDE,2024-01-01,2024-12-31,2025-11-18 17:36:53.549194 UTC
RI,2024-11-01,27.360000610351562,28105,139,EXCLUDE,2024-01-01,2024-12-31,2025-11-18 17:36:53.549194 UTC
XX,2024-11-01,39.979999542236328,1725,61,EXCLUDE,2024-01-01,2024-12-31,2025-11-18 17:36:53.549194 UTC
CA,2024-12-01,21.280000686645508,14899505,30690,SINGLE_MONTH,2024-01-01,2024-12-31,2025-11-18 17:36:53.549194 UTC
NY,2024-12-01,17.139999389648438,6642967,14289,SINGLE_MONTH,2024-01-01,2024-12-31,2025-11-18 17:36:53.549194 UTC
TN,2024-12-01,30.139999389648438,6313681,27003,SINGLE_MONTH,2024-01-01,2024-12-31,2025-11-18 17:36:53.549194 UTC
TX,2024-12-01,22.950000762939453,4984017,28336,SINGLE_MONTH,2024-01-01,2024-12-31,2025-11-18 17:36:53.549194 UTC
FL,2024-12-01,37.279998779296875,4339006,15901,SINGLE_MONTH,2024-01-01,2024-12-31,2025-11-18 17:36:53.549194 UTC
GA,2024-12-01,19.610000610351562,3616249,10477,SINGLE_MONTH,2024-01-01,2024-12-31,2025-11-18 17:36:53.549194 UTC
PA,2024-12-01,20.329999923706055,1769576,5137,SINGLE_MONTH,2024-01-01,2024-12-31,2025-11-18 17:36:53.549194 UTC
NC,2024-12-01,45.5,1494571,8732,SINGLE_MONTH,2024-01-01,2024-12-31,2025-11-18 17:36:53.549194 UTC
MO,2024-12-01,33.75,1488677,6015,SINGLE_MONTH,2024-01-01,2024-12-31,2025-11-18 17:36:53.549194 UTC
VA,2024-12-01,23.920000076293945,1004799,3677,SINGLE_MONTH,2024-01-01,2024-12-31,2025-11-18 17:36:53.549194 UTC
CO,2024-12-01,29.549999237060547,978388,5587,SINGLE_MONTH,2024-01-01,2024-12-31,2025-11-18 17:36:53.549194 UTC
WI,2024-12-01,25.420000076293945,928778,4508,SINGLE_MONTH,2024-01-01,2024-12-31,2025-11-18 17:36:53.549194 UTC
NV,2024-12-01,31.8700008392334,906567,6009,SINGLE_MONTH,2024-01-01,2024-12-31,2025-11-18 17:36:53.549194 UTC
NJ,2024-12-01,16.770000457763672,834171,1611,ROLLING_3MO,2024-01-01,2024-12-31,2025-11-18 17:36:53.549194 UTC
IL,2024-12-01,21.190000534057617,817359,3834,SINGLE_MONTH,2024-01-01,2024-12-31,2025-11-18 17:36:53.549194 UTC
AZ,2024-12-01,28.8799991607666,739977,4493,SINGLE_MONTH,2024-01-01,2024-12-31,2025-11-18 17:36:53.549194 UTC
NH,2024-12-01,7.630000114440918,723052,4433,SINGLE_MONTH,2024-01-01,2024-12-31,2025-11-18 17:36:53.549194 UTC
AK,2024-12-01,42.7599983215332,712262,2601,SINGLE_MONTH,2024-01-01,2024-12-31,2025-11-18 17:36:53.549194 UTC
DE,2024-12-01,37.520000457763672,605972,3423,SINGLE_MONTH,2024-01-01,2024-12-31,2025-11-18 17:36:53.549194 UTC
MN,2024-12-01,27.030000686645508,518742,2385,SINGLE_MONTH,2024-01-01,2024-12-31,2025-11-18 17:36:53.549194 UTC
NM,2024-12-01,33.520000457763672,513901,2200,SINGLE_MONTH,2024-01-01,2024-12-31,2025-11-18 17:36:53.549194 UTC
KY,2024-12-01,28.540000915527344,496300,2553,SINGLE_MONTH,2024-01-01,2024-12-31,2025-11-18 17:36:53.549194 UTC
WA,2024-12-01,33.610000610351562,481702,3402,SINGLE_MONTH,2024-01-01,2024-12-31,2025-11-18 17:36:53.549194 UTC
OH,2024-12-01,18.670000076293945,471811,3650,SINGLE_MONTH,2024-01-01,2024-12-31,2025-11-18 17:36:53.549194 UTC
UT,2024-12-01,28.149999618530273,470965,3122,SINGLE_MONTH,2024-01-01,2024-12-31,2025-11-18 17:36:53.549194 UTC
OK,2024-12-01,23.780000686645508,445980,2190,SINGLE_MONTH,2024-01-01,2024-12-31,2025-11-18 17:36:53.549194 UTC
MI,2024-12-01,27.059999465942383,422509,2444,SINGLE_MONTH,2024-01-01,2024-12-31,2025-11-18 17:36:53.549194 UTC
KS,2024-12-01,23.590000152587891,383026,1751,ROLLING_3MO,2024-01-01,2024-12-31,2025-11-18 17:36:53.549194 UTC
HI,2024-12-01,30.930000305175781,369736,1623,ROLLING_3MO,2024-01-01,2024-12-31,2025-11-18 17:36:53.549194 UTC
MS,2024-12-01,21.299999237060547,355975,1283,ROLLING_3MO,2024-01-01,2024-12-31,2025-11-18 17:36:53.549194 UTC
WY,2024-12-01,20.700000762939453,343475,696,ROLLING_3MO,2024-01-01,2024-12-31,2025-11-18 17:36:53.549194 UTC
AL,2024-12-01,32.840000152587891,319588,2420,SINGLE_MONTH,2024-01-01,2024-12-31,2025-11-18 17:36:53.549194 UTC
MA,2024-12-01,26.909999847412109,314602,1860,ROLLING_3MO,2024-01-01,2024-12-31,2025-11-18 17:36:53.549194 UTC
IN,2024-12-01,29.059999465942383,284038,1913,ROLLING_3MO,2024-01-01,2024-12-31,2025-11-18 17:36:53.549194 UTC
SC,2024-12-01,31.1299991607666,276402,1423,ROLLING_3MO,2024-01-01,2024-12-31,2025-11-18 17:36:53.549194 UTC
LA,2024-12-01,24.780000686645508,266835,1610,ROLLING_3MO,2024-01-01,2024-12-31,2025-11-18 17:36:53.549194 UTC
WV,2024-12-01,16.530000686645508,238037,1254,ROLLING_3MO,2024-01-01,2024-12-31,2025-11-18 17:36:53.549194 UTC
ID,2024-12-01,42.060001373291016,236228,1145,ROLLING_3MO,2024-01-01,2024-12-31,2025-11-18 17:36:53.549194 UTC
IA,2024-12-01,20.989999771118164,227882,1118,ROLLING_3MO,2024-01-01,2024-12-31,2025-11-18 17:36:53.549194 UTC
OR,2024-12-01,25.229999542236328,197465,1375,ROLLING_3MO,2024-01-01,2024-12-31,2025-11-18 17:36:53.549194 UTC
AR,2024-12-01,24.6200008392334,195785,836,ROLLING_3MO,2024-01-01,2024-12-31,2025-11-18 17:36:53.549194 UTC
NE,2024-12-01,26.420000076293945,188357,1060,ROLLING_3MO,2024-01-01,2024-12-31,2025-11-18 17:36:53.549194 UTC
SD,2024-12-01,22.469999313354492,175911,765,ROLLING_3MO,2024-01-01,2024-12-31,2025-11-18 17:36:53.549194 UTC
MD,2024-12-01,27.889999389648438,148959,1016,ROLLING_3MO,2024-01-01,2024-12-31,2025-11-18 17:36:53.549194 UTC
CT,2024-12-01,32.889999389648438,126840,593,EXCLUDE,2024-01-01,2024-12-31,2025-11-18 17:36:53.549194 UTC
MT,2024-12-01,35.540000915527344,103693,552,EXCLUDE,2024-01-01,2024-12-31,2025-11-18 17:36:53.549194 UTC
DC,2024-12-01,26.719999313354492,91831,565,EXCLUDE,2024-01-01,2024-12-31,2025-11-18 17:36:53.549194 UTC
VT,2024-12-01,30.920000076293945,83516,452,EXCLUDE,2024-01-01,2024-12-31,2025-11-18 17:36:53.549194 UTC
ND,2024-12-01,21.8700008392334,83366,414,EXCLUDE,2024-01-01,2024-12-31,2025-11-18 17:36:53.549194 UTC
ME,2024-12-01,89.4000015258789,56657,377,EXCLUDE,2024-01-01,2024-12-31,2025-11-18 17:36:53.549194 UTC
RI,2024-12-01,29.780000686645508,23102,133,EXCLUDE,2024-01-01,2024-12-31,2025-11-18 17:36:53.549194 UTC
XX,2024-12-01,20.360000610351562,1178,45,EXCLUDE,2024-01-01,2024-12-31,2025-11-18 17:36:53.549194 UTC
